_id,operator_registration_number,postal_code,ward_number,ward_name
107051,STR-2102-GDCRVF,M3M,6.0,York Centre
107052,STR-2102-HKCRVK,M5A,13.0,Toronto Centre
107053,STR-2102-HSJRVL,M5T,10.0,Spadina-Fort York
107054,STR-2102-FFZDVB,M5G,11.0,University-Rosedale
107055,STR-2102-FWMDVD,M5J,10.0,Spadina-Fort York
107056,STR-2102-GDTDVF,M6E,9.0,Davenport
107057,STR-2102-GVGDVH,M4Y,13.0,Toronto Centre
107058,STR-2102-HCMDVJ,M5V,10.0,Spadina-Fort York
107059,STR-2102-HKTDVK,M6G,11.0,University-Rosedale
107060,STR-2102-HSZDVL,M6K,9.0,Davenport
107061,STR-2102-JBGDVM,M4K,14.0,Toronto-Danforth
107062,STR-2102-FGQRVB,M6H,9.0,Davenport
107063,STR-2102-FPWRVC,M6G,12.0,Toronto-St. Paul's
107064,STR-2102-FXCRVD,M6G,11.0,University-Rosedale
107065,STR-2102-GFJRVF,M5J,10.0,Spadina-Fort York
107066,STR-2102-GMQRVG,M5V,10.0,Spadina-Fort York
107067,STR-2102-GVWRVH,M5B,13.0,Toronto Centre
107068,STR-2102-HDCRVJ,M5B,13.0,Toronto Centre
107069,STR-2102-HTQRVL,M6G,11.0,University-Rosedale
107070,STR-2102-FHGDVB,M5V,10.0,Spadina-Fort York
107071,STR-2102-FQMDVC,M5E,10.0,Spadina-Fort York
107072,STR-2102-FXTDVD,M5H,10.0,Spadina-Fort York
107073,STR-2102-GFZDVF,M5V,10.0,Spadina-Fort York
107074,STR-2102-GPGDVG,M5V,10.0,Spadina-Fort York
107075,STR-2102-GWMDVH,M6K,4.0,Parkdale-High Park
107076,STR-2102-HDTDVJ,M5V,10.0,Spadina-Fort York
107077,STR-2102-HLZDVK,M8V,3.0,Etobicoke-Lakeshore
107078,STR-2102-FHWRVB,M5J,10.0,Spadina-Fort York
107079,STR-2102-FYJRVD,M8Z,3.0,Etobicoke-Lakeshore
107080,STR-2102-GGQRVF,M9R,1.0,Etobicoke North
107081,STR-2102-GPWRVG,M5J,10.0,Spadina-Fort York
107082,STR-2102-GXCRVH,M5V,10.0,Spadina-Fort York
107083,STR-2102-HFJRVJ,M5V,10.0,Spadina-Fort York
107084,STR-2102-HMQRVK,M5V,10.0,Spadina-Fort York
107085,STR-2102-HVWRVL,M5V,10.0,Spadina-Fort York
107086,STR-2102-FJMDVB,M5V,10.0,Spadina-Fort York
107087,STR-2102-FRTDVC,M5V,10.0,Spadina-Fort York
107088,STR-2102-FYZDVD,M5A,13.0,Toronto Centre
107089,STR-2102-GXTDVH,M5V,10.0,Spadina-Fort York
107090,STR-2102-HFZDVJ,M2M,18.0,Willowdale
107091,STR-2102-HWMDVL,M5B,13.0,Toronto Centre
107092,STR-2102-JDTDVM,M6R,4.0,Parkdale-High Park
107093,STR-2102-FKCRVB,M9V,1.0,Etobicoke North
107094,STR-2102-FZQRVD,M4S,12.0,Toronto-St. Paul's
107095,STR-2102-GHWRVF,M6S,4.0,Parkdale-High Park
107096,STR-2102-GRCRVG,M5V,10.0,Spadina-Fort York
107097,STR-2102-GYJRVH,M6R,4.0,Parkdale-High Park
107098,STR-2102-HGQRVJ,M5B,13.0,Toronto Centre
107099,STR-2102-HPWRVK,M3B,16.0,Don Valley East
107100,STR-2102-HXCRVL,M5R,11.0,University-Rosedale
107101,STR-2102-FSZDVC,M2N,18.0,Willowdale
107102,STR-2102-GBGDVD,M1M,20.0,Scarborough Southwest
107103,STR-2102-GYZDVH,M5H,10.0,Spadina-Fort York
107104,STR-2102-HQMDVK,M4L,19.0,Beaches-East York
107105,STR-2102-HXTDVL,M4J,14.0,Toronto-Danforth
107106,STR-2102-JFZDVM,M5V,10.0,Spadina-Fort York
107107,STR-2102-FLJRVB,M5J,10.0,Spadina-Fort York
107108,STR-2102-FTQRVC,M5R,11.0,University-Rosedale
107109,STR-2102-GBWRVD,M6J,10.0,Spadina-Fort York
107110,STR-2102-GKCRVF,M6K,10.0,Spadina-Fort York
107111,STR-2102-GZQRVH,M6H,9.0,Davenport
107112,STR-2102-HYJRVL,M5T,10.0,Spadina-Fort York
107113,STR-2102-FVHKVD,M5J,10.0,Spadina-Fort York
107114,STR-2102-GCPKVF,M5J,10.0,Spadina-Fort York
107115,STR-2102-HBHKVJ,M5V,10.0,Spadina-Fort York
107116,STR-2102-HJPKVK,M5V,10.0,Spadina-Fort York
107117,STR-2102-HZBKVM,M1W,22.0,Scarborough-Agincourt
107118,STR-2102-FMRXVC,M5J,10.0,Spadina-Fort York
107119,STR-2102-FVXXVD,M1N,20.0,Scarborough Southwest
107120,STR-2102-GLKXVG,M5A,13.0,Toronto Centre
107121,STR-2102-GTRXVH,M5V,10.0,Spadina-Fort York
107122,STR-2102-HBXXVJ,M4C,19.0,Beaches-East York
107123,STR-2102-HSKXVL,M5V,10.0,Spadina-Fort York
107124,STR-2102-HZRXVM,M5B,13.0,Toronto Centre
107125,STR-2102-FGBKVB,M6M,5.0,York South-Weston
107126,STR-2102-FPHKVC,M6G,11.0,University-Rosedale
107127,STR-2102-FWPKVD,M5V,10.0,Spadina-Fort York
107128,STR-2102-GDVKVF,M6G,11.0,University-Rosedale
107129,STR-2102-GMBKVG,M9C,2.0,Etobicoke Centre
107130,STR-2102-GVHKVH,M4L,14.0,Toronto-Danforth
107131,STR-2102-HCPKVJ,M5V,10.0,Spadina-Fort York
107132,STR-2102-JBHKVM,M5A,13.0,Toronto Centre
107133,STR-2102-FGRXVB,M5V,10.0,Spadina-Fort York
107134,STR-2102-FXDXVD,M5J,10.0,Spadina-Fort York
107135,STR-2102-GMRXVG,M5V,10.0,Spadina-Fort York
107136,STR-2102-HLKXVK,M5A,13.0,Toronto Centre
107137,STR-2102-HTRXVL,M5R,11.0,University-Rosedale
107138,STR-2102-JBXXVM,M5V,10.0,Spadina-Fort York
107139,STR-2102-FHHKVB,M5V,10.0,Spadina-Fort York
107140,STR-2102-GGBKVF,M5S,11.0,University-Rosedale
107141,STR-2102-HDVKVJ,M5V,10.0,Spadina-Fort York
107142,STR-2102-HVHKVL,M8V,3.0,Etobicoke-Lakeshore
107143,STR-2102-JCPKVM,M2N,18.0,Willowdale
107144,STR-2102-FHXXVB,M6A,8.0,Eglinton-Lawrence
107145,STR-2102-FRDXVC,M5V,10.0,Spadina-Fort York
107146,STR-2102-FYKXVD,M3H,6.0,York Centre
107147,STR-2102-GGRXVF,M6N,5.0,York South-Weston
107148,STR-2103-GPXXVG,M9C,2.0,Etobicoke Centre
107149,STR-2103-GXDXVH,M4Y,13.0,Toronto Centre
107150,STR-2103-HFKXVJ,M1S,23.0,Scarborough North
107151,STR-2103-HMRXVK,M5V,10.0,Spadina-Fort York
107152,STR-2103-JDDXVM,M5R,11.0,University-Rosedale
107153,STR-2103-FJPKVB,M5J,10.0,Spadina-Fort York
107154,STR-2103-FZBKVD,M4C,19.0,Beaches-East York
107155,STR-2103-GHHKVF,M6S,4.0,Parkdale-High Park
107156,STR-2103-GQPKVG,M6E,9.0,Davenport
107157,STR-2103-GXVKVH,M8Z,3.0,Etobicoke-Lakeshore
107158,STR-2103-HPHKVK,M6A,8.0,Eglinton-Lawrence
107159,STR-2103-HWPKVL,M5B,13.0,Toronto Centre
107160,STR-2103-JDVKVM,M1K,20.0,Scarborough Southwest
107161,STR-2103-GRDXVG,M5V,10.0,Spadina-Fort York
107162,STR-2103-GYKXVH,M8V,3.0,Etobicoke-Lakeshore
107163,STR-2103-HGRXVJ,M2H,17.0,Don Valley North
107164,STR-2103-HXDXVL,M5J,10.0,Spadina-Fort York
107165,STR-2103-FKVKVB,M5V,10.0,Spadina-Fort York
107166,STR-2103-FTBKVC,M5V,10.0,Spadina-Fort York
107167,STR-2103-GRVKVG,M8V,3.0,Etobicoke-Lakeshore
107168,STR-2103-GKDXVF,M5J,10.0,Spadina-Fort York
107169,STR-2103-GSKXVG,M8Y,3.0,Etobicoke-Lakeshore
107170,STR-2103-GZRXVH,M5V,10.0,Spadina-Fort York
107171,STR-2103-HHXXVJ,M6J,10.0,Spadina-Fort York
107172,STR-2103-HRDXVK,M6M,5.0,York South-Weston
107173,STR-2103-HYKXVL,M5S,13.0,Toronto Centre
107174,STR-2103-FDWRVB,M1H,24.0,Scarborough-Guildwood
107175,STR-2103-FMCRVC,M6M,5.0,York South-Weston
107176,STR-2103-FVJRVD,M5V,10.0,Spadina-Fort York
107177,STR-2103-GKWRVG,M5A,10.0,Spadina-Fort York
107178,STR-2103-HBJRVJ,M8Y,3.0,Etobicoke-Lakeshore
107179,STR-2103-HJQRVK,M6N,9.0,Davenport
107180,STR-2103-HRWRVL,M9C,2.0,Etobicoke Centre
107181,STR-2103-HZCRVM,M5G,11.0,University-Rosedale
107182,STR-2103-FMTDVC,M4Y,13.0,Toronto Centre
107183,STR-2103-GDGDVF,M5R,11.0,University-Rosedale
107184,STR-2103-GLMDVG,M1S,23.0,Scarborough North
107185,STR-2103-GTTDVH,M5V,10.0,Spadina-Fort York
107186,STR-2103-HBZDVJ,M5J,10.0,Spadina-Fort York
107187,STR-2103-HKGDVK,M2N,18.0,Willowdale
107188,STR-2108-HBGHHJ,M5A,13.0,Toronto Centre
107189,STR-2108-HJMHHK,M3C,16.0,Don Valley East
107190,STR-2108-HRTHHL,M6G,11.0,University-Rosedale
107191,STR-2108-HYZHHM,M6G,12.0,Toronto-St. Paul's
107192,STR-2108-FFJVHB,M2N,18.0,Willowdale
107193,STR-2108-FMQVHC,M2L,15.0,Don Valley West
107194,STR-2108-FVWVHD,M5V,10.0,Spadina-Fort York
107195,STR-2108-GDCVHF,M4H,15.0,Don Valley West
107196,STR-2108-GLJVHG,M5B,13.0,Toronto Centre
107197,STR-2108-GTQVHH,M6E,9.0,Davenport
107198,STR-2108-HBWVHJ,M6N,9.0,Davenport
107199,STR-2108-HKCVHK,M4G,15.0,Don Valley West
107200,STR-2108-HSJVHL,M6M,5.0,York South-Weston
107201,STR-2108-HZQVHM,M4C,19.0,Beaches-East York
107202,STR-2108-FFZHHB,M1M,20.0,Scarborough Southwest
107203,STR-2108-FPGHHC,M1T,22.0,Scarborough-Agincourt
107204,STR-2108-FWMHHD,M6K,9.0,Davenport
107205,STR-2108-GDTHHF,M5J,10.0,Spadina-Fort York
107206,STR-2108-GLZHHG,M4Y,13.0,Toronto Centre
107207,STR-2108-GVGHHH,M6J,9.0,Davenport
107208,STR-2108-HCMHHJ,M6J,10.0,Spadina-Fort York
107209,STR-2108-HKTHHK,M3J,6.0,York Centre
107210,STR-2108-HSZHHL,M4B,19.0,Beaches-East York
107211,STR-2108-JBGHHM,M5V,10.0,Spadina-Fort York
107212,STR-2108-FGQVHB,M6A,8.0,Eglinton-Lawrence
107213,STR-2108-FPWVHC,M1P,21.0,Scarborough Centre
107214,STR-2108-GFJVHF,M6H,9.0,Davenport
107215,STR-2108-GMQVHG,M5V,10.0,Spadina-Fort York
107216,STR-2108-GVWVHH,M6E,12.0,Toronto-St. Paul's
107217,STR-2108-HDCVHJ,M6M,5.0,York South-Weston
107218,STR-2108-HLJVHK,M4L,19.0,Beaches-East York
107219,STR-2108-JBWVHM,M5V,10.0,Spadina-Fort York
107220,STR-2108-FHGHHB,M6N,9.0,Davenport
107221,STR-2108-FQMHHC,M4M,14.0,Toronto-Danforth
107222,STR-2108-FXTHHD,M2P,15.0,Don Valley West
107223,STR-2108-GFZHHF,M5V,10.0,Spadina-Fort York
107224,STR-2108-GPGHHG,M9B,3.0,Etobicoke-Lakeshore
107225,STR-2108-GWMHHH,M5V,10.0,Spadina-Fort York
107226,STR-2108-HDTHHJ,M6N,5.0,York South-Weston
107227,STR-2108-HLZHHK,M5V,10.0,Spadina-Fort York
107228,STR-2108-HVGHHL,M5V,10.0,Spadina-Fort York
107229,STR-2108-FHWVHB,M5H,10.0,Spadina-Fort York
107230,STR-2108-FYJVHD,M5V,10.0,Spadina-Fort York
107231,STR-2108-GGQVHF,M5V,10.0,Spadina-Fort York
107232,STR-2108-GPWVHG,M5A,13.0,Toronto Centre
107233,STR-2108-HFJVHJ,M8Y,3.0,Etobicoke-Lakeshore
107234,STR-2108-HVWVHL,M1N,20.0,Scarborough Southwest
107235,STR-2108-FJMHHB,M5M,8.0,Eglinton-Lawrence
107236,STR-2108-FRTHHC,M5J,10.0,Spadina-Fort York
107237,STR-2108-GQMHHG,M1V,23.0,Scarborough North
107238,STR-2108-GXTHHH,M5J,10.0,Spadina-Fort York
107239,STR-2108-HFZHHJ,M5J,10.0,Spadina-Fort York
107240,STR-2108-HPGHHK,M6N,5.0,York South-Weston
107241,STR-2108-FKCVHB,M2K,17.0,Don Valley North
107242,STR-2108-FSJVHC,M5J,10.0,Spadina-Fort York
107243,STR-2108-FZQVHD,M5J,10.0,Spadina-Fort York
107244,STR-2108-GHWVHF,M4B,19.0,Beaches-East York
107245,STR-2108-GRCVHG,M5V,10.0,Spadina-Fort York
107246,STR-2108-GYJVHH,M5V,10.0,Spadina-Fort York
107247,STR-2108-HGQVHJ,M1E,24.0,Scarborough-Guildwood
107248,STR-2108-HXCVHL,M1K,20.0,Scarborough Southwest
107249,STR-2108-JFJVHM,M5R,11.0,University-Rosedale
107250,STR-2108-FKTHHB,M9N,5.0,York South-Weston
107251,STR-2108-FSZHHC,M4C,19.0,Beaches-East York
107252,STR-2108-GBGHHD,M5V,10.0,Spadina-Fort York
107253,STR-2108-GJMHHF,M5V,10.0,Spadina-Fort York
107254,STR-2108-GRTHHG,M5J,10.0,Spadina-Fort York
107255,STR-2108-HQMHHK,M5R,11.0,University-Rosedale
107256,STR-2108-HXTHHL,M5A,13.0,Toronto Centre
107257,STR-2108-FTQVHC,M5V,10.0,Spadina-Fort York
107258,STR-2108-GBWVHD,M8Y,3.0,Etobicoke-Lakeshore
107259,STR-2108-GKCVHF,M5V,10.0,Spadina-Fort York
107260,STR-2108-GSJVHG,M2N,18.0,Willowdale
107261,STR-2108-GZQVHH,M5V,10.0,Spadina-Fort York
107262,STR-2108-HRCVHK,M4T,12.0,Toronto-St. Paul's
107263,STR-2108-JGQVHM,M3J,7.0,Humber River-Black Creek
107264,STR-2108-FMBPHC,M6B,8.0,Eglinton-Lawrence
107265,STR-2108-GCPPHF,M2J,17.0,Don Valley North
107266,STR-2108-GKVPHG,M8V,3.0,Etobicoke-Lakeshore
107267,STR-2108-HBHPHJ,M5V,10.0,Spadina-Fort York
107268,STR-2108-HJPPHK,M5R,11.0,University-Rosedale
107269,STR-2108-HRVPHL,M5R,11.0,University-Rosedale
107270,STR-2108-FFLBHB,M4S,15.0,Don Valley West
107271,STR-2108-GLLBHG,M5J,10.0,Spadina-Fort York
107272,STR-2108-GTSBHH,M2M,18.0,Willowdale
107273,STR-2108-HKFBHK,M8V,3.0,Etobicoke-Lakeshore
107274,STR-2108-HSLBHL,M1B,23.0,Scarborough North
107275,STR-2108-HZSBHM,M5J,10.0,Spadina-Fort York
107276,STR-2108-FGBPHB,M5V,10.0,Spadina-Fort York
107277,STR-2108-FPHPHC,M4J,14.0,Toronto-Danforth
107278,STR-2108-FWPPHD,M5G,11.0,University-Rosedale
107279,STR-2108-GDVPHF,M5J,10.0,Spadina-Fort York
107280,STR-2108-GMBPHG,M5H,10.0,Spadina-Fort York
107281,STR-2108-GVHPHH,M1V,23.0,Scarborough North
107282,STR-2108-HCPPHJ,M5V,10.0,Spadina-Fort York
107283,STR-2108-HKVPHK,M4E,19.0,Beaches-East York
107284,STR-2108-HTBPHL,M3C,16.0,Don Valley East
107285,STR-2108-JBHPHM,M5J,10.0,Spadina-Fort York
107286,STR-2108-FGSBHB,M5J,10.0,Spadina-Fort York
107287,STR-2108-FPYBHC,M1L,20.0,Scarborough Southwest
107288,STR-2108-FXFBHD,M6H,9.0,Davenport
107289,STR-2108-GFLBHF,M5V,10.0,Spadina-Fort York
107290,STR-2108-GMSBHG,M6P,9.0,Davenport
107291,STR-2108-GVYBHH,M4L,19.0,Beaches-East York
107292,STR-2108-FZBPHD,M1P,21.0,Scarborough Centre
107293,STR-2108-HTSBHL,M3M,6.0,York Centre
107294,STR-2108-JBYBHM,M6G,11.0,University-Rosedale
107295,STR-2108-FHHPHB,M4K,14.0,Toronto-Danforth
107296,STR-2108-FQPPHC,M6K,4.0,Parkdale-High Park
107297,STR-2108-FXVPHD,M1R,21.0,Scarborough Centre
107298,STR-2108-GGBPHF,M2M,18.0,Willowdale
107299,STR-2108-GWPPHH,M6J,10.0,Spadina-Fort York
107300,STR-2108-JCPPHM,M5J,10.0,Spadina-Fort York
107301,STR-2108-FHYBHB,M5V,10.0,Spadina-Fort York
107302,STR-2108-FRFBHC,M4K,14.0,Toronto-Danforth
107303,STR-2108-FYLBHD,M6C,12.0,Toronto-St. Paul's
107304,STR-2108-GGSBHF,M2M,18.0,Willowdale
107305,STR-2108-GPYBHG,M1V,23.0,Scarborough North
107306,STR-2108-GXFBHH,M6S,4.0,Parkdale-High Park
107307,STR-2108-HFLBHJ,M2M,18.0,Willowdale
107308,STR-2108-HMSBHK,M4Y,13.0,Toronto Centre
107309,STR-2108-HVYBHL,M1E,25.0,Scarborough-Rouge Park
107310,STR-2108-JDFBHM,M5B,13.0,Toronto Centre
107311,STR-2108-FJPPHB,M6J,9.0,Davenport
107312,STR-2108-FRVPHC,M1T,22.0,Scarborough-Agincourt
107313,STR-2108-GHHPHF,M5V,10.0,Spadina-Fort York
107314,STR-2108-GQPPHG,M6J,10.0,Spadina-Fort York
107315,STR-2108-HGBPHJ,M6M,5.0,York South-Weston
107316,STR-2108-HPHPHK,M6M,5.0,York South-Weston
107317,STR-2108-HWPPHL,M5J,10.0,Spadina-Fort York
107318,STR-2108-FKFBHB,M4L,14.0,Toronto-Danforth
107319,STR-2108-FSLBHC,M6R,4.0,Parkdale-High Park
107320,STR-2108-FZSBHD,M3C,16.0,Don Valley East
107321,STR-2108-GHYBHF,M4L,19.0,Beaches-East York
107322,STR-2108-GRFBHG,M3K,6.0,York Centre
107323,STR-2108-GYLBHH,M5V,10.0,Spadina-Fort York
107324,STR-2108-HGSBHJ,M5V,10.0,Spadina-Fort York
107325,STR-2108-HPYBHK,M6G,11.0,University-Rosedale
107326,STR-2108-JFLBHM,M5V,10.0,Spadina-Fort York
107327,STR-2108-FKVPHB,M6P,9.0,Davenport
107328,STR-2108-FTBPHC,M4M,14.0,Toronto-Danforth
107329,STR-2108-GBHPHD,M1R,21.0,Scarborough Centre
107330,STR-2108-GJPPHF,M5J,10.0,Spadina-Fort York
107331,STR-2108-GRVPHG,M5V,10.0,Spadina-Fort York
107332,STR-2108-GZBPHH,M4L,19.0,Beaches-East York
107333,STR-2108-HHHPHJ,M5V,10.0,Spadina-Fort York
107334,STR-2108-HQPPHK,M4N,15.0,Don Valley West
107335,STR-2108-HXVPHL,M2N,18.0,Willowdale
107336,STR-2108-JGBPHM,M6J,10.0,Spadina-Fort York
107337,STR-2108-FLLBHB,M4W,11.0,University-Rosedale
107338,STR-2108-GKFBHF,M1V,23.0,Scarborough North
107339,STR-2108-GSLBHG,M6J,9.0,Davenport
107340,STR-2109-HHYBHJ,M6H,9.0,Davenport
107341,STR-2109-HRFBHK,M2N,18.0,Willowdale
107342,STR-2109-HYLBHL,M5J,10.0,Spadina-Fort York
107343,STR-2109-JGSBHM,M1L,20.0,Scarborough Southwest
107344,STR-2109-FVJVHD,M5V,10.0,Spadina-Fort York
107345,STR-2109-GKWVHG,M5V,10.0,Spadina-Fort York
107346,STR-2109-GTCVHH,M5V,10.0,Spadina-Fort York
107347,STR-2109-HJQVHK,M4P,12.0,Toronto-St. Paul's
107348,STR-2109-HRWVHL,M9M,7.0,Humber River-Black Creek
107349,STR-2109-HZCVHM,M9V,1.0,Etobicoke North
107350,STR-2109-FFMHHB,M5V,10.0,Spadina-Fort York
107351,STR-2109-FMTHHC,M6N,5.0,York South-Weston
107352,STR-2109-GDGHHF,M9C,2.0,Etobicoke Centre
107353,STR-2109-GLMHHG,M5V,10.0,Spadina-Fort York
107354,STR-2109-GTTHHH,M6N,5.0,York South-Weston
107355,STR-2109-HBZHHJ,M4J,14.0,Toronto-Danforth
107356,STR-2109-HKGHHK,M5V,10.0,Spadina-Fort York
107357,STR-2109-HZTHHM,M6P,4.0,Parkdale-High Park
107358,STR-2109-FGCVHB,M4K,14.0,Toronto-Danforth
107359,STR-2109-FWQVHD,M4Y,13.0,Toronto Centre
107360,STR-2109-GDWVHF,M2R,18.0,Willowdale
107361,STR-2109-GMCVHG,M6N,5.0,York South-Weston
107362,STR-2109-GVJVHH,M9W,1.0,Etobicoke North
107363,STR-2109-HKWVHK,M6S,4.0,Parkdale-High Park
107364,STR-2109-HTCVHL,M6H,9.0,Davenport
107365,STR-2109-JBJVHM,M9M,7.0,Humber River-Black Creek
107366,STR-2109-FGTHHB,M1W,22.0,Scarborough-Agincourt
107367,STR-2109-FPZHHC,M4S,12.0,Toronto-St. Paul's
107368,STR-2109-GFMHHF,M5J,10.0,Spadina-Fort York
107369,STR-2109-GMTHHG,M3J,7.0,Humber River-Black Creek
107370,STR-2109-HDGHHJ,M9V,1.0,Etobicoke North
107371,STR-2109-HLMHHK,M6K,10.0,Spadina-Fort York
107372,STR-2109-HTTHHL,M1S,23.0,Scarborough North
107373,STR-2109-JBZHHM,M1E,24.0,Scarborough-Guildwood
107374,STR-2109-FHJVHB,M1B,25.0,Scarborough-Rouge Park
107375,STR-2109-FQQVHC,M1C,25.0,Scarborough-Rouge Park
107376,STR-2109-FXWVHD,M6H,9.0,Davenport
107377,STR-2109-GGCVHF,M6R,4.0,Parkdale-High Park
107378,STR-2109-GPJVHG,M5J,10.0,Spadina-Fort York
107379,STR-2109-GWQVHH,M3K,6.0,York Centre
107380,STR-2109-HDWVHJ,M8V,3.0,Etobicoke-Lakeshore
107381,STR-2109-HMCVHK,M6H,9.0,Davenport
107382,STR-2109-JCQVHM,M9B,2.0,Etobicoke Centre
107383,STR-2109-FHZHHB,M6J,9.0,Davenport
107384,STR-2109-FRGHHC,M5R,11.0,University-Rosedale
107385,STR-2109-GGTHHF,M4X,13.0,Toronto Centre
107386,STR-2109-GPZHHG,M5H,10.0,Spadina-Fort York
107387,STR-2109-HFMHHJ,M1B,23.0,Scarborough North
107388,STR-2109-HMTHHK,M6J,10.0,Spadina-Fort York
107389,STR-2109-HVZHHL,M5A,13.0,Toronto Centre
107390,STR-2109-JDGHHM,M8Z,3.0,Etobicoke-Lakeshore
107391,STR-2109-FJQVHB,M5V,10.0,Spadina-Fort York
107392,STR-2109-FZCVHD,M4S,12.0,Toronto-St. Paul's
107393,STR-2109-GHJVHF,M8V,3.0,Etobicoke-Lakeshore
107394,STR-2109-GQQVHG,M5V,10.0,Spadina-Fort York
107395,STR-2109-GXWVHH,M5V,10.0,Spadina-Fort York
107396,STR-2109-HPJVHK,M6R,4.0,Parkdale-High Park
107397,STR-2109-HWQVHL,M4M,14.0,Toronto-Danforth
107398,STR-2109-JDWVHM,M6C,12.0,Toronto-St. Paul's
107399,STR-2109-FKGHHB,M5V,10.0,Spadina-Fort York
107400,STR-2109-FSMHHC,M5V,10.0,Spadina-Fort York
107401,STR-2109-GHZHHF,M9W,1.0,Etobicoke North
107402,STR-2109-GRGHHG,M1B,23.0,Scarborough North
107403,STR-2109-GYMHHH,M8Y,3.0,Etobicoke-Lakeshore
107404,STR-2109-HGTHHJ,M2R,18.0,Willowdale
107405,STR-2109-HPZHHK,M6N,5.0,York South-Weston
107406,STR-2109-HXGHHL,M3N,7.0,Humber River-Black Creek
107407,STR-2109-JFMHHM,M6J,11.0,University-Rosedale
107408,STR-2109-FKWVHB,M3H,6.0,York Centre
107409,STR-2109-FTCVHC,M6J,10.0,Spadina-Fort York
107410,STR-2109-GBJVHD,M6K,9.0,Davenport
107411,STR-2109-GJQVHF,M6G,11.0,University-Rosedale
107412,STR-2109-GRWVHG,M4Y,13.0,Toronto Centre
107413,STR-2109-GZCVHH,M6R,4.0,Parkdale-High Park
107414,STR-2109-HXWVHL,M4P,15.0,Don Valley West
107415,STR-2109-JGCVHM,M8V,3.0,Etobicoke-Lakeshore
107416,STR-2109-FLMHHB,M6R,9.0,Davenport
107417,STR-2109-FTTHHC,M4C,19.0,Beaches-East York
107418,STR-2109-GBZHHD,M5A,13.0,Toronto Centre
107419,STR-2109-GKGHHF,M2M,18.0,Willowdale
107420,STR-2109-GZTHHH,M1S,22.0,Scarborough-Agincourt
107421,STR-2109-HHZHHJ,M5V,10.0,Spadina-Fort York
107422,STR-2109-HRGHHK,M6J,9.0,Davenport
107423,STR-2109-HYMHHL,M2N,18.0,Willowdale
107424,STR-2109-JGTHHM,M1S,22.0,Scarborough-Agincourt
107425,STR-2109-FDYBHB,M5J,10.0,Spadina-Fort York
107426,STR-2109-FMFBHC,M6K,10.0,Spadina-Fort York
107427,STR-2109-FVLBHD,M2R,18.0,Willowdale
107428,STR-2109-GCSBHF,M6H,9.0,Davenport
107429,STR-2109-GKYBHG,M6N,5.0,York South-Weston
107430,STR-2109-GTFBHH,M1L,20.0,Scarborough Southwest
107431,STR-2109-HBLBHJ,M5V,10.0,Spadina-Fort York
107432,STR-2109-HJSBHK,M4C,19.0,Beaches-East York
107433,STR-2109-HRYBHL,M6J,9.0,Davenport
107434,STR-2109-FFPPHB,M4L,19.0,Beaches-East York
107435,STR-2109-FMVPHC,M4P,15.0,Don Valley West
107436,STR-2203-FLFHHB,M5T,11.0,University-Rosedale
107437,STR-2109-FWBPHD,M5V,10.0,Spadina-Fort York
107438,STR-2109-GDHPHF,M6P,9.0,Davenport
107439,STR-2109-GTVPHH,M6K,4.0,Parkdale-High Park
107440,STR-2109-HSPPHL,M6E,8.0,Eglinton-Lawrence
107441,STR-2109-HZVPHM,M2M,18.0,Willowdale
107442,STR-2109-FGFBHB,M5V,10.0,Spadina-Fort York
107443,STR-2109-FPLBHC,M9B,2.0,Etobicoke Centre
107444,STR-2109-GDYBHF,M6G,11.0,University-Rosedale
107445,STR-2109-GMFBHG,M2J,17.0,Don Valley North
107446,STR-2109-GVLBHH,M2M,17.0,Don Valley North
107447,STR-2109-HTFBHL,M4Y,11.0,University-Rosedale
107448,STR-2109-JBLBHM,M4L,19.0,Beaches-East York
107449,STR-2109-FGVPHB,M5B,13.0,Toronto Centre
107450,STR-2109-FQBPHC,M4R,8.0,Eglinton-Lawrence
107451,STR-2109-FXHPHD,M5V,10.0,Spadina-Fort York
107452,STR-2109-GFPPHF,M3K,6.0,York Centre
107453,STR-2109-GMVPHG,M6M,5.0,York South-Weston
107454,STR-2109-GWBPHH,M4Y,13.0,Toronto Centre
107455,STR-2109-HDHPHJ,M6H,9.0,Davenport
107456,STR-2109-HLPPHK,M5J,10.0,Spadina-Fort York
107457,STR-2109-HTVPHL,M5E,13.0,Toronto Centre
107458,STR-2109-JCBPHM,M4Y,13.0,Toronto Centre
107459,STR-2109-FHLBHB,M4S,12.0,Toronto-St. Paul's
107460,STR-2109-FQSBHC,M5J,10.0,Spadina-Fort York
107461,STR-2109-FXYBHD,M4L,14.0,Toronto-Danforth
107462,STR-2109-GGFBHF,M5P,12.0,Toronto-St. Paul's
107463,STR-2109-GPLBHG,M4M,14.0,Toronto-Danforth
107464,STR-2109-GWSBHH,M6H,9.0,Davenport
107465,STR-2109-HDYBHJ,M5B,13.0,Toronto Centre
107466,STR-2109-HMFBHK,M6P,4.0,Parkdale-High Park
107467,STR-2109-HVLBHL,M6E,8.0,Eglinton-Lawrence
107468,STR-2109-JCSBHM,M1M,24.0,Scarborough-Guildwood
107469,STR-2109-FJBPHB,M3L,7.0,Humber River-Black Creek
107470,STR-2109-FRHPHC,M5R,11.0,University-Rosedale
107471,STR-2109-FYPPHD,M2K,17.0,Don Valley North
